ACTION START 1200 0 START
ACTION SNIPPET 1200 222 SNIPPET_NOT_RELEVANT 132106099
ACTION QUERY 1200 232 Can does asynchronous learning affect people in different regions
ACTION SERP 1200 237 EXAMINE_SERP
ACTION SNIPPET 1200 240 SNIPPET_NOT_RELEVANT 150468514
ACTION SNIPPET 1200 243 SNIPPET_NOT_RELEVANT 136444795
ACTION SNIPPET 1200 246 SNIPPET_NOT_RELEVANT 154683130
ACTION SNIPPET 1200 249 SNIPPET_NOT_RELEVANT 133583136
ACTION SNIPPET 1200 252 SNIPPET_NOT_RELEVANT 137213226
ACTION SNIPPET 1200 255 SNIPPET_NOT_RELEVANT 21956926
ACTION SNIPPET 1200 258 SNIPPET_NOT_RELEVANT 146253178
ACTION SNIPPET 1200 261 SNIPPET_NOT_RELEVANT 8955575
ACTION SNIPPET 1200 264 SNIPPET_NOT_RELEVANT 66914282
ACTION SNIPPET 1200 267 SNIPPET_NOT_RELEVANT 148307693
ACTION SNIPPET 1200 270 SNIPPET_NOT_RELEVANT 9168499
ACTION SNIPPET 1200 273 SNIPPET_NOT_RELEVANT 153545497
ACTION SNIPPET 1200 276 SNIPPET_NOT_RELEVANT 47909009
ACTION SNIPPET 1200 279 SNIPPET_NOT_RELEVANT 109234794
ACTION SNIPPET 1200 282 SNIPPET_NOT_RELEVANT 146627994
ACTION SNIPPET 1200 285 SNIPPET_NOT_RELEVANT 161685220
ACTION SNIPPET 1200 288 SNIPPET_NOT_RELEVANT 140494164
ACTION SNIPPET 1200 291 SNIPPET_NOT_RELEVANT 15298602
ACTION SNIPPET 1200 294 SNIPPET_NOT_RELEVANT 5844703
ACTION SNIPPET 1200 297 SNIPPET_NOT_RELEVANT 84852330
ACTION SNIPPET 1200 300 SNIPPET_NOT_RELEVANT 148410763
ACTION SNIPPET 1200 303 SNIPPET_NOT_RELEVANT 8059260
ACTION SNIPPET 1200 306 SNIPPET_NOT_RELEVANT 85691915
ACTION SNIPPET 1200 309 SNIPPET_NOT_RELEVANT 84233046
ACTION SNIPPET 1200 312 SNIPPET_NOT_RELEVANT 75003577
ACTION SNIPPET 1200 315 SNIPPET_NOT_RELEVANT 133346533
ACTION SNIPPET 1200 318 SNIPPET_NOT_RELEVANT 540955
ACTION SNIPPET 1200 321 SNIPPET_NOT_RELEVANT 158279205
ACTION SNIPPET 1200 324 SNIPPET_NOT_RELEVANT 146347155
ACTION SNIPPET 1200 327 SNIPPET_NOT_RELEVANT 8600524
ACTION SNIPPET 1200 330 SNIPPET_NOT_RELEVANT 8516383
ACTION SNIPPET 1200 333 SNIPPET_NOT_RELEVANT 69364830
ACTION QUERY 1200 343 What role does media play in shaping views on asynchronous learning.
ACTION SERP 1200 348 EXAMINE_SERP
ACTION SNIPPET 1200 351 SNIPPET_NOT_RELEVANT 75034772
ACTION SNIPPET 1200 354 SNIPPET_NOT_RELEVANT 126963248
ACTION SNIPPET 1200 357 SNIPPET_NOT_RELEVANT 159485385
ACTION SNIPPET 1200 360 SNIPPET_NOT_RELEVANT 158028828
ACTION SNIPPET 1200 363 SNIPPET_NOT_RELEVANT 159483701
ACTION SNIPPET 1200 366 SNIPPET_NOT_RELEVANT 26158049
ACTION SNIPPET 1200 369 SNIPPET_NOT_RELEVANT 154037457
ACTION SNIPPET 1200 372 SNIPPET_NOT_RELEVANT 149594964
ACTION SNIPPET 1200 375 SNIPPET_NOT_RELEVANT 78122946
ACTION SNIPPET 1200 378 SNIPPET_NOT_RELEVANT 69655666
ACTION SNIPPET 1200 381 SNIPPET_NOT_RELEVANT 47478581
ACTION SNIPPET 1200 384 SNIPPET_NOT_RELEVANT 159014283
ACTION SNIPPET 1200 387 SNIPPET_NOT_RELEVANT 160708871
ACTION SNIPPET 1200 390 SNIPPET_NOT_RELEVANT 122885216
ACTION SNIPPET 1200 393 SNIPPET_NOT_RELEVANT 38074895
ACTION SNIPPET 1200 396 SNIPPET_NOT_RELEVANT 86824517
ACTION SNIPPET 1200 399 SNIPPET_NOT_RELEVANT 8861731
ACTION SNIPPET 1200 402 SNIPPET_NOT_RELEVANT 83356489
ACTION SNIPPET 1200 405 SNIPPET_NOT_RELEVANT 18691082
ACTION SNIPPET 1200 408 SNIPPET_NOT_RELEVANT 153393288
ACTION SNIPPET 1200 411 SNIPPET_NOT_RELEVANT 153522032
ACTION SNIPPET 1200 414 SNIPPET_NOT_RELEVANT 154815977
ACTION SNIPPET 1200 417 SNIPPET_NOT_RELEVANT 84861655
ACTION SNIPPET 1200 420 SNIPPET_NOT_RELEVANT 157841821
ACTION SNIPPET 1200 423 SNIPPET_NOT_RELEVANT 161133298
ACTION SNIPPET 1200 426 SNIPPET_NOT_RELEVANT 345208
ACTION SNIPPET 1200 429 SNIPPET_NOT_RELEVANT 158732463
ACTION SNIPPET 1200 432 SNIPPET_NOT_RELEVANT 122691505
ACTION SNIPPET 1200 435 SNIPPET_NOT_RELEVANT 154683130
ACTION SNIPPET 1200 438 SNIPPET_NOT_RELEVANT 8649156
ACTION SNIPPET 1200 441 SNIPPET_NOT_RELEVANT 85023469
ACTION SNIPPET 1200 444 SNIPPET_NOT_RELEVANT 58010798
ACTION QUERY 1200 454 How role does media play in shaping views on asynchronous learning?
ACTION SERP 1200 459 EXAMINE_SERP
ACTION SNIPPET 1200 462 SNIPPET_NOT_RELEVANT 75034772
ACTION SNIPPET 1200 465 SNIPPET_NOT_RELEVANT 126963248
ACTION SNIPPET 1200 468 SNIPPET_NOT_RELEVANT 154683130
ACTION SNIPPET 1200 471 SNIPPET_NOT_RELEVANT 86824517
ACTION SNIPPET 1200 474 SNIPPET_NOT_RELEVANT 159485385
ACTION SNIPPET 1200 477 SNIPPET_NOT_RELEVANT 158028828
ACTION SNIPPET 1200 480 SNIPPET_NOT_RELEVANT 159483701
ACTION SNIPPET 1200 483 SNIPPET_NOT_RELEVANT 148307693
ACTION SNIPPET 1200 486 SNIPPET_NOT_RELEVANT 26158049
ACTION SNIPPET 1200 489 SNIPPET_NOT_RELEVANT 160061795
ACTION SNIPPET 1200 492 SNIPPET_NOT_RELEVANT 150468514
ACTION SNIPPET 1200 495 SNIPPET_NOT_RELEVANT 148410763
ACTION SNIPPET 1200 498 SNIPPET_NOT_RELEVANT 154037457
ACTION SNIPPET 1200 501 SNIPPET_NOT_RELEVANT 81794026
ACTION SNIPPET 1200 504 SNIPPET_NOT_RELEVANT 5844703
ACTION SNIPPET 1200 507 SNIPPET_NOT_RELEVANT 148193653
ACTION SNIPPET 1200 510 SNIPPET_NOT_RELEVANT 149594964
ACTION SNIPPET 1200 513 SNIPPET_NOT_RELEVANT 78122946
ACTION SNIPPET 1200 516 SNIPPET_NOT_RELEVANT 69655666
ACTION SNIPPET 1200 519 SNIPPET_NOT_RELEVANT 163238069
ACTION SNIPPET 1200 522 SNIPPET_NOT_RELEVANT 155504119
ACTION SNIPPET 1200 525 SNIPPET_NOT_RELEVANT 47478581
ACTION SNIPPET 1200 528 SNIPPET_NOT_RELEVANT 159014283
ACTION SNIPPET 1200 531 SNIPPET_NOT_RELEVANT 160708871
ACTION SNIPPET 1200 534 SNIPPET_NOT_RELEVANT 3821314
ACTION SNIPPET 1200 537 SNIPPET_NOT_RELEVANT 122885216
ACTION SNIPPET 1200 540 SNIPPET_NOT_RELEVANT 75003577
ACTION SNIPPET 1200 543 SNIPPET_NOT_RELEVANT 140494164
ACTION SNIPPET 1200 546 SNIPPET_NOT_RELEVANT 157921899
ACTION SNIPPET 1200 549 SNIPPET_NOT_RELEVANT 38074895
ACTION SNIPPET 1200 552 SNIPPET_NOT_RELEVANT 156564112
ACTION SNIPPET 1200 555 SNIPPET_NOT_RELEVANT 8861731
ACTION QUERY 1200 565 Why is the cultural significance of asynchronous learning.
ACTION SERP 1200 570 EXAMINE_SERP
ACTION SNIPPET 1200 573 SNIPPET_NOT_RELEVANT 61291035
ACTION SNIPPET 1200 576 SNIPPET_NOT_RELEVANT 59070811
ACTION SNIPPET 1200 579 SNIPPET_NOT_RELEVANT 76050875
ACTION SNIPPET 1200 582 SNIPPET_NOT_RELEVANT 75003577
ACTION SNIPPET 1200 585 SNIPPET_NOT_RELEVANT 122691505
ACTION SNIPPET 1200 588 SNIPPET_NOT_RELEVANT 9659359
ACTION SNIPPET 1200 591 SNIPPET_NOT_RELEVANT 125180210
ACTION SNIPPET 1200 594 SNIPPET_NOT_RELEVANT 130505162
ACTION SNIPPET 1200 597 SNIPPET_NOT_RELEVANT 76054263
ACTION SNIPPET 1200 600 SNIPPET_NOT_RELEVANT 18867338
ACTION SNIPPET 1200 603 SNIPPET_NOT_RELEVANT 47909009
ACTION SNIPPET 1200 606 SNIPPET_NOT_RELEVANT 85691915
ACTION SNIPPET 1200 609 SNIPPET_NOT_RELEVANT 84233046
ACTION SNIPPET 1200 612 SNIPPET_NOT_RELEVANT 21956926
ACTION SNIPPET 1200 615 SNIPPET_NOT_RELEVANT 8553882
ACTION SNIPPET 1200 618 SNIPPET_NOT_RELEVANT 59600587
ACTION SNIPPET 1200 621 SNIPPET_NOT_RELEVANT 59361068
ACTION SNIPPET 1200 624 SNIPPET_NOT_RELEVANT 40374813
ACTION SNIPPET 1200 627 SNIPPET_NOT_RELEVANT 127554224
ACTION SNIPPET 1200 630 SNIPPET_NOT_RELEVANT 153545497
ACTION SNIPPET 1200 633 SNIPPET_NOT_RELEVANT 16695790
ACTION SNIPPET 1200 636 SNIPPET_NOT_RELEVANT 7984899
ACTION SNIPPET 1200 639 SNIPPET_NOT_RELEVANT 23184931
ACTION SNIPPET 1200 642 SNIPPET_NOT_RELEVANT 4366641
ACTION SNIPPET 1200 645 SNIPPET_NOT_RELEVANT 3948690
ACTION SNIPPET 1200 648 SNIPPET_NOT_RELEVANT 30021420
ACTION SNIPPET 1200 651 SNIPPET_NOT_RELEVANT 16671907
ACTION SNIPPET 1200 654 SNIPPET_NOT_RELEVANT 58864220
ACTION SNIPPET 1200 657 SNIPPET_NOT_RELEVANT 9892486
ACTION SNIPPET 1200 660 SNIPPET_NOT_RELEVANT 149077576
ACTION SNIPPET 1200 663 SNIPPET_NOT_RELEVANT 148410763
ACTION SNIPPET 1200 666 SNIPPET_NOT_RELEVANT 107754857
ACTION QUERY 1200 676 Why are the main causes of asynchronous learning
ACTION SERP 1200 681 EXAMINE_SERP
ACTION SNIPPET 1200 684 SNIPPET_NOT_RELEVANT 154683130
ACTION SNIPPET 1200 687 SNIPPET_NOT_RELEVANT 148307693
ACTION SNIPPET 1200 690 SNIPPET_NOT_RELEVANT 136444795
ACTION SNIPPET 1200 693 SNIPPET_NOT_RELEVANT 150468514
ACTION SNIPPET 1200 696 SNIPPET_NOT_RELEVANT 47909009
ACTION SNIPPET 1200 699 SNIPPET_NOT_RELEVANT 137213226
ACTION SNIPPET 1200 702 SNIPPET_NOT_RELEVANT 148410763
ACTION SNIPPET 1200 705 SNIPPET_NOT_RELEVANT 84233046
ACTION SNIPPET 1200 708 SNIPPET_NOT_RELEVANT 85691915
ACTION SNIPPET 1200 711 SNIPPET_NOT_RELEVANT 75003577
ACTION SNIPPET 1200 714 SNIPPET_NOT_RELEVANT 153545497
ACTION SNIPPET 1200 717 SNIPPET_NOT_RELEVANT 15298602
ACTION SNIPPET 1200 720 SNIPPET_NOT_RELEVANT 130945881
ACTION SNIPPET 1200 723 SNIPPET_NOT_RELEVANT 5844703
ACTION SNIPPET 1200 726 SNIPPET_NOT_RELEVANT 5583631
ACTION SNIPPET 1200 729 SNIPPET_NOT_RELEVANT 109234794
ACTION SNIPPET 1200 732 SNIPPET_NOT_RELEVANT 21956926
ACTION SNIPPET 1200 735 SNIPPET_NOT_RELEVANT 130505162
ACTION SNIPPET 1200 738 SNIPPET_NOT_RELEVANT 61585098
ACTION SNIPPET 1200 741 SNIPPET_NOT_RELEVANT 58982335
ACTION SNIPPET 1200 744 SNIPPET_NOT_RELEVANT 133583136
ACTION SNIPPET 1200 747 SNIPPET_NOT_RELEVANT 9939816
ACTION SNIPPET 1200 750 SNIPPET_NOT_RELEVANT 154628437
ACTION SNIPPET 1200 753 SNIPPET_NOT_RELEVANT 23184931
ACTION SNIPPET 1200 756 SNIPPET_NOT_RELEVANT 8516383
ACTION SNIPPET 1200 759 SNIPPET_NOT_RELEVANT 130180835
ACTION SNIPPET 1200 762 SNIPPET_NOT_RELEVANT 84852330
ACTION SNIPPET 1200 765 SNIPPET_NOT_RELEVANT 18970275
ACTION SNIPPET 1200 768 SNIPPET_NOT_RELEVANT 40094806
ACTION SNIPPET 1200 771 SNIPPET_NOT_RELEVANT 134184551
ACTION SNIPPET 1200 774 SNIPPET_NOT_RELEVANT 8033413
ACTION SNIPPET 1200 777 SNIPPET_NOT_RELEVANT 132106099
ACTION QUERY 1200 787 Do are the effects of asynchronous learning on education
ACTION SERP 1200 792 EXAMINE_SERP
ACTION SNIPPET 1200 795 SNIPPET_NOT_RELEVANT 15298602
ACTION SNIPPET 1200 798 SNIPPET_NOT_RELEVANT 154683130
ACTION SNIPPET 1200 801 SNIPPET_NOT_RELEVANT 158163768
ACTION SNIPPET 1200 804 SNIPPET_NOT_RELEVANT 5583631
ACTION SNIPPET 1200 807 SNIPPET_NOT_RELEVANT 137213226
ACTION SNIPPET 1200 810 SNIPPET_NOT_RELEVANT 160591640
ACTION SNIPPET 1200 813 SNIPPET_NOT_RELEVANT 21956926
ACTION SNIPPET 1200 816 SNIPPET_NOT_RELEVANT 150468514
ACTION SNIPPET 1200 819 SNIPPET_NOT_RELEVANT 130505162
ACTION SNIPPET 1200 822 SNIPPET_NOT_RELEVANT 84233046
ACTION SNIPPET 1200 825 SNIPPET_NOT_RELEVANT 85691915
ACTION SNIPPET 1200 828 SNIPPET_NOT_RELEVANT 148307693
ACTION SNIPPET 1200 831 SNIPPET_NOT_RELEVANT 136444795
ACTION SNIPPET 1200 834 SNIPPET_NOT_RELEVANT 30021420
ACTION SNIPPET 1200 837 SNIPPET_NOT_RELEVANT 160403684
ACTION SNIPPET 1200 840 SNIPPET_NOT_RELEVANT 153545497
ACTION SNIPPET 1200 843 SNIPPET_NOT_RELEVANT 160061795
ACTION SNIPPET 1200 846 SNIPPET_NOT_RELEVANT 160571315
ACTION SNIPPET 1200 849 SNIPPET_NOT_RELEVANT 134184551
ACTION SNIPPET 1200 852 SNIPPET_NOT_RELEVANT 146627994
ACTION SNIPPET 1200 855 SNIPPET_NOT_RELEVANT 154628437
ACTION SNIPPET 1200 858 SNIPPET_NOT_RELEVANT 40374813
ACTION SNIPPET 1200 861 SNIPPET_NOT_RELEVANT 140293180
ACTION SNIPPET 1200 864 SNIPPET_NOT_RELEVANT 82893555
ACTION SNIPPET 1200 867 SNIPPET_NOT_RELEVANT 8033413
ACTION SNIPPET 1200 870 SNIPPET_NOT_RELEVANT 17792076
ACTION SNIPPET 1200 873 SNIPPET_NOT_RELEVANT 160791684
ACTION SNIPPET 1200 876 SNIPPET_NOT_RELEVANT 33169334
ACTION SNIPPET 1200 879 SNIPPET_NOT_RELEVANT 157015791
ACTION SNIPPET 1200 882 SNIPPET_NOT_RELEVANT 47909009
ACTION SNIPPET 1200 885 SNIPPET_NOT_RELEVANT 86824517
ACTION SNIPPET 1200 888 SNIPPET_NOT_RELEVANT 40092384
ACTION QUERY 1200 898 How can governments do about asynchronous learning
ACTION SERP 1200 903 EXAMINE_SERP
ACTION SNIPPET 1200 906 SNIPPET_NOT_RELEVANT 154683130
ACTION SNIPPET 1200 909 SNIPPET_NOT_RELEVANT 137213226
ACTION SNIPPET 1200 912 SNIPPET_NOT_RELEVANT 136444795
ACTION SNIPPET 1200 915 SNIPPET_NOT_RELEVANT 148307693
ACTION SNIPPET 1200 918 SNIPPET_NOT_RELEVANT 153545497
ACTION SNIPPET 1200 921 SNIPPET_NOT_RELEVANT 150468514
ACTION SNIPPET 1200 924 SNIPPET_NOT_RELEVANT 47909009
ACTION SNIPPET 1200 927 SNIPPET_NOT_RELEVANT 109234794
ACTION SNIPPET 1200 930 SNIPPET_NOT_RELEVANT 15298602
ACTION SNIPPET 1200 933 SNIPPET_NOT_RELEVANT 5844703
ACTION SNIPPET 1200 936 SNIPPET_NOT_RELEVANT 84852330
ACTION SNIPPET 1200 939 SNIPPET_NOT_RELEVANT 148410763
ACTION SNIPPET 1200 942 SNIPPET_NOT_RELEVANT 85691915
ACTION SNIPPET 1200 945 SNIPPET_NOT_RELEVANT 84233046
ACTION SNIPPET 1200 948 SNIPPET_NOT_RELEVANT 75003577
ACTION SNIPPET 1200 951 SNIPPET_NOT_RELEVANT 133583136
ACTION SNIPPET 1200 954 SNIPPET_NOT_RELEVANT 8516383
ACTION SNIPPET 1200 957 SNIPPET_NOT_RELEVANT 130945881
ACTION SNIPPET 1200 960 SNIPPET_NOT_RELEVANT 16695790
ACTION SNIPPET 1200 963 SNIPPET_NOT_RELEVANT 18970275
ACTION SNIPPET 1200 966 SNIPPET_NOT_RELEVANT 5583631
ACTION SNIPPET 1200 969 SNIPPET_NOT_RELEVANT 8033413
ACTION SNIPPET 1200 972 SNIPPET_NOT_RELEVANT 17792076
ACTION SNIPPET 1200 975 SNIPPET_NOT_RELEVANT 160403684
ACTION SNIPPET 1200 978 SNIPPET_NOT_RELEVANT 125180210
ACTION SNIPPET 1200 981 SNIPPET_NOT_RELEVANT 160061795
ACTION SNIPPET 1200 984 SNIPPET_NOT_RELEVANT 21956926
ACTION SNIPPET 1200 987 SNIPPET_NOT_RELEVANT 130505162
ACTION SNIPPET 1200 990 SNIPPET_NOT_RELEVANT 50031640
ACTION SNIPPET 1200 993 SNIPPET_NOT_RELEVANT 40374813
ACTION SNIPPET 1200 996 SNIPPET_NOT_RELEVANT 18867338
ACTION SNIPPET 1200 999 SNIPPET_NOT_RELEVANT 58982335
ACTION QUERY 1200 1009 How are the main causes of asynchronous learning?
ACTION SERP 1200 1014 EXAMINE_SERP
ACTION SNIPPET 1200 1017 SNIPPET_NOT_RELEVANT 154683130
ACTION SNIPPET 1200 1020 SNIPPET_NOT_RELEVANT 148307693
ACTION SNIPPET 1200 1023 SNIPPET_NOT_RELEVANT 136444795
ACTION SNIPPET 1200 1026 SNIPPET_NOT_RELEVANT 150468514
ACTION SNIPPET 1200 1029 SNIPPET_NOT_RELEVANT 47909009
ACTION SNIPPET 1200 1032 SNIPPET_NOT_RELEVANT 137213226
ACTION SNIPPET 1200 1035 SNIPPET_NOT_RELEVANT 148410763
ACTION SNIPPET 1200 1038 SNIPPET_NOT_RELEVANT 84233046
ACTION SNIPPET 1200 1041 SNIPPET_NOT_RELEVANT 85691915
ACTION SNIPPET 1200 1044 SNIPPET_NOT_RELEVANT 75003577
ACTION SNIPPET 1200 1047 SNIPPET_NOT_RELEVANT 153545497
ACTION SNIPPET 1200 1050 SNIPPET_NOT_RELEVANT 15298602
ACTION SNIPPET 1200 1053 SNIPPET_NOT_RELEVANT 130945881
ACTION SNIPPET 1200 1056 SNIPPET_NOT_RELEVANT 5844703
ACTION SNIPPET 1200 1059 SNIPPET_NOT_RELEVANT 5583631
ACTION SNIPPET 1200 1062 SNIPPET_NOT_RELEVANT 109234794
ACTION SNIPPET 1200 1065 SNIPPET_NOT_RELEVANT 21956926
ACTION SNIPPET 1200 1068 SNIPPET_NOT_RELEVANT 130505162
ACTION SNIPPET 1200 1071 SNIPPET_NOT_RELEVANT 61585098
ACTION SNIPPET 1200 1074 SNIPPET_NOT_RELEVANT 58982335
ACTION SNIPPET 1200 1077 SNIPPET_NOT_RELEVANT 133583136
ACTION SNIPPET 1200 1080 SNIPPET_NOT_RELEVANT 9939816
ACTION SNIPPET 1200 1083 SNIPPET_NOT_RELEVANT 154628437
ACTION SNIPPET 1200 1086 SNIPPET_NOT_RELEVANT 23184931
ACTION SNIPPET 1200 1089 SNIPPET_NOT_RELEVANT 8516383
ACTION SNIPPET 1200 1092 SNIPPET_NOT_RELEVANT 130180835
ACTION SNIPPET 1200 1095 SNIPPET_NOT_RELEVANT 84852330
ACTION SNIPPET 1200 1098 SNIPPET_NOT_RELEVANT 18970275
ACTION SNIPPET 1200 1101 SNIPPET_NOT_RELEVANT 40094806
ACTION SNIPPET 1200 1104 SNIPPET_NOT_RELEVANT 134184551
ACTION SNIPPET 1200 1107 SNIPPET_NOT_RELEVANT 8033413
ACTION SNIPPET 1200 1110 SNIPPET_NOT_RELEVANT 132106099
ACTION QUERY 1200 1120 How are common misconceptions about asynchronous learning
ACTION SERP 1200 1125 EXAMINE_SERP
ACTION SNIPPET 1200 1128 SNIPPET_NOT_RELEVANT 5242078
ACTION SNIPPET 1200 1131 SNIPPET_NOT_RELEVANT 85798993
ACTION SNIPPET 1200 1134 SNIPPET_NOT_RELEVANT 67495356
ACTION SNIPPET 1200 1137 SNIPPET_NOT_RELEVANT 126866400
ACTION SNIPPET 1200 1140 SNIPPET_NOT_RELEVANT 42699574
ACTION SNIPPET 1200 1143 SNIPPET_NOT_RELEVANT 123827065
ACTION SNIPPET 1200 1146 SNIPPET_NOT_RELEVANT 154683130
ACTION SNIPPET 1200 1149 SNIPPET_NOT_RELEVANT 122052109
ACTION SNIPPET 1200 1152 SNIPPET_NOT_RELEVANT 84154858
ACTION SNIPPET 1200 1155 SNIPPET_NOT_RELEVANT 109234794
ACTION SNIPPET 1200 1158 SNIPPET_NOT_RELEVANT 156789274
ACTION SNIPPET 1200 1161 SNIPPET_NOT_RELEVANT 121309943
ACTION SNIPPET 1200 1164 SNIPPET_NOT_RELEVANT 148307693
ACTION SNIPPET 1200 1167 SNIPPET_NOT_RELEVANT 136444795
ACTION SNIPPET 1200 1170 SNIPPET_NOT_RELEVANT 150468514
ACTION SNIPPET 1200 1173 SNIPPET_NOT_RELEVANT 47909009
ACTION SNIPPET 1200 1176 SNIPPET_NOT_RELEVANT 137213226
ACTION SNIPPET 1200 1179 SNIPPET_NOT_RELEVANT 69807223
ACTION SNIPPET 1200 1182 SNIPPET_NOT_RELEVANT 85983765
ACTION SNIPPET 1200 1185 SNIPPET_NOT_RELEVANT 18867338
ACTION SNIPPET 1200 1188 SNIPPET_NOT_RELEVANT 26692751
ACTION SNIPPET 1200 1191 SNIPPET_NOT_RELEVANT 148410763
ACTION SNIPPET 1200 1194 SNIPPET_NOT_RELEVANT 155504119
ACTION SNIPPET 1200 1197 SNIPPET_NOT_RELEVANT 84233046
ACTION SNIPPET 1200 1200 SNIPPET_NOT_RELEVANT 85691915
INFO SUMMARY 
INFO TOTAL_QUERIES_ISSUED 11
INFO TOTAL_SNIPPETS_EXAMINED 345
INFO TOTAL_DOCUMENTS_EXAMINED 0
INFO TOTAL_DOCUMENTS_MARKED_RELEVANT 0
INFO TOTAL_ATTRACTIVE_SERP_IMPRESSIONS 11
INFO TOTAL_UNATTRACTIVE_SERP_IMPRESSIONS 0
